contentId	titleName	versionFileUri
IP9100-PPSA01280_00-SFSRELE000000100	Share Factory Studio	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01280_00/d8ec167a-59da-4e54-8e2c-1161c706516a-version.xml
EP9000-PPSA01288_00-SACKBOYADVENTURE	Sackboy: A Big Adventure	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01288_00/1db8a953-699b-47e8-8082-799b1eea8118-version.xml
UP9000-PPSA01289_00-SACKBOYADVENTURE	Sackboy: A Big Adventure	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01289_00/0c1789e3-10b1-41eb-8ede-c159db8ef1e7-version.xml
JP9000-PPSA01291_00-SACKBOYADVENTURE	Sackboy™: A Big Adventure	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01291_00/04593efe-23f5-4265-9f21-16b880cead6a-version.xml
HP9000-PPSA01292_00-SACKBOYADVENTURE	Sackboy™: A Big Adventure	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01292_00/183fd31e-647e-4570-9328-2956dc17dd44-version.xml
IP9100-PPSA01325_00-PREINMASTER00000	ASTRO's PLAYROOM	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01325_00/c0d746cf-c687-4e72-946a-e2396b584362-version.xml
EP0006-PPSA01326_00-FIFAFOOTBALL2021	FIFA 21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01326_00/ed802cf3-5b7b-4f09-9956-1421ca3f8b4a-version.xml
UP0006-PPSA01327_00-FIFAFOOTBALL2021	FIFA 21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01327_00/59c1ad8c-bcce-4818-9dac-c6dd10635f95-version.xml
JP9000-PPSA01339_00-DEMONSSOULS00000	Demon's Souls	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01339_00/8fcbff25-ab51-4af0-a805-6200e57a67b9-version.xml
UP9000-PPSA01342_00-DEMONSSOULS00000	Demon's Souls	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01342_00/395a8ad3-0720-4ab6-bc70-c7e818879595-version.xml
UP0006-PPSA01343_00-MADDENNFL21GAME1	Madden NFL 21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01343_00/333f0639-d911-45d5-8b2f-1bf7849355dd-version.xml
EP0006-PPSA01344_00-MADDENNFL21GAME1	Madden NFL 21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01344_00/5db7d7f7-caab-4759-b528-f370d68c0935-version.xml
UP0292-PPSA01347_00-GODFALL000000000	Godfall	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01347_00/e1cfc32c-d526-4cd1-bae7-5cbf55c8ebf6-version.xml
EP4008-PPSA01363_00-WRC9SIEE00000000	WRC 9 FIA World Rally Championship	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01363_00/fc793c99-1eb9-44a2-906c-e043702ed9b3-version.xml
UP4008-PPSA01364_00-WRC9SIEA00000000	WRC 9 FIA World Rally Championship	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01364_00/558d81bd-6521-4fdf-b2dc-cbc506e2ca35-version.xml
UP1001-PPSA01387_00-NBA2K21000000000	NBA 2K21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01387_00/a519b63e-91bd-4b06-8361-9e4ca02f137d-version.xml
UP0001-PPSA01396_00-RAINBOWSIXSIEGE0	Tom Clancy's Rainbow Six® Siege	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01396_00/6a283a86-7b14-4380-84d1-2aeab5a509ab-version.xml
